#  File format type:   4
#
#  SPECT3D transition powers file.
#  RUN NAME:  ne_50-200_1e18-1e21
#  Total number of transitions   =     4122
#  Number of written transitions =     1110
#  Plasma temperature (eV)       =     5.0000E+01
#  Mass density (g/cm3)          =     3.3515E-05
#  Cell areal density (g/cm2)    =     1.3406E-05
#  Material mass fractions       =     1.0000E+00
#  DCA material number fractions =     1.0000E+00
# -----------------------------------------------------
#
#
#   Trans.  Trans  Upper  Upper  Lower  Lower   Ioniz   Energy     Line Power Line Center Line Width
#   Index   Model  Level  Model  Level  Model   Stage   (eV)       (W/cm2)    Opt. Depth      eV
# --------------------------------------------------------------------------------------------------
       1      1      3      1      2      1       8     1.5889E+01  5.566E+05  2.776E+00  2.226E-03
       2      1      4      1      2      1       8     1.6093E+01  6.831E+05  6.093E+00  2.251E-03
       5      1      5      1      3      1       8     1.2048E+02  5.417E+06  5.348E-01  1.566E-02
       6      1      5      1      4      1       8     1.2027E+02  7.932E+06  1.044E+00  1.564E-02
       7      1      6      1      2      1       8     1.4074E+02  5.387E+07  1.640E+00  8.523E-02
      10      1      6      1      5      1       8     4.3741E+00  4.007E+03  1.924E-03  6.976E-02
      12      1      7      1      3      1       8     1.2638E+02  1.815E+07  1.393E+01  1.623E-02
      13      1      7      1      4      1       8     1.2617E+02  3.328E+07  1.485E+01  2.938E-02
      15      1      7      1      6      1       8     1.5251E+00  6.975E+01  3.267E-04  5.115E-02
      17      1      8      1      3      1       8     1.6632E+02  8.497E+05  7.459E-02  2.327E-02
      18      1      8      1      4      1       8     1.6612E+02  1.558E+06  1.441E-01  2.324E-02
      20      1      8      1      6      1       8     4.1472E+01  4.758E+05  9.762E-03  7.601E-02
      22      1      9      1      2      1       8     1.8400E+02  9.035E+06  9.667E-01  3.913E-02
      25      1      9      1      5      1       8     4.7632E+01  1.239E+06  6.945E-02  2.342E-02
      27      1      9      1      7      1       8     4.1733E+01  1.974E+05  1.496E-02  2.062E-02
      28      1      9      1      8      1       8     1.7861E+00  7.906E+01  7.861E-04  1.990E-02
      30      1     10      1      3      1       8     1.6874E+02  7.111E+06  1.837E+00  2.312E-02
      31      1     10      1      4      1       8     1.6854E+02  9.809E+06  3.140E+00  2.578E-02
      33      1     10      1      6      1       8     4.3893E+01  4.913E+06  1.088E-01  7.206E-02
      36      1     10      1      9      1       8     6.3499E-01  2.079E+00  2.120E-04  1.578E-02
      41      1     11      1      7      1       8     4.2397E+01  8.782E+06  1.134E+00  2.719E-02
      43      1     11      1     10      1       8     2.8907E-02  1.643E-05  1.000E-30  1.587E-02
      45      1     12      1      3      1       8     1.8712E+02  2.742E+05  2.270E-02  3.020E-02
      46      1     12      1      4      1       8     1.8692E+02  5.286E+05  4.372E-02  3.018E-02
      48      1     12      1      6      1       8     6.2272E+01  1.822E+05  2.094E-03  8.293E-02
      51      1     12      1      9      1       8     1.9015E+01  3.955E+04  5.097E-03  2.642E-02
      53      1     13      1      2      1       8     2.0394E+02  3.832E+06  5.012E-01  3.226E-02
      56      1     13      1      5      1       8     6.7569E+01  5.817E+05  2.935E-02  1.652E-02
      58      1     13      1      7      1       8     6.1670E+01  6.955E+04  1.828E-03  3.716E-02
      59      1     13      1      8      1       8     2.1723E+01  7.466E+04  1.270E-02  1.303E-02
      61      1     13      1     10      1       8     1.9302E+01  2.687E+04  5.026E-03  1.670E-02
      63      1     13      1     12      1       8     9.2247E-01  7.695E+00  2.603E-04  1.494E-02
      65      1     14      1      3      1       8     1.8836E+02  3.879E+06  5.298E-01  2.968E-02
      66      1     14      1      4      1       8     1.8816E+02  5.677E+06  1.024E+00  2.966E-02
      68      1     14      1      6      1       8     6.3509E+01  2.163E+06  2.515E-02  8.242E-02
      71      1     14      1      9      1       8     2.0251E+01  2.811E+05  3.341E-02  2.589E-02
      73      1     14      1     11      1       8     1.9587E+01  1.027E+04  1.790E-03  1.814E-02
      75      1     14      1     13      1       8     3.1361E-01  1.856E-01  5.852E-05  1.419E-02
      80      1     15      1      7      1       8     6.1991E+01  3.477E+06  1.093E-01  3.544E-02
      82      1     15      1     10      1       8     1.9623E+01  6.261E+05  1.443E-01  1.496E-02
      85      1     15      1     14      1       8     7.4800E-03  2.643E-07  1.000E-30  1.238E-02
      91      1     16      1     11      1       8     1.9655E+01  1.670E+06  4.799E-01  1.551E-02
      93      1     16      1     15      1       8     6.0560E-02  5.680E-05  1.000E-30  9.932E-03
      95      1     17      1      3      1       8     1.9833E+02  1.231E+05  8.293E-03  3.970E-02
      96      1     17      1      4      1       8     1.9813E+02  2.433E+05  1.603E-02  3.968E-02
      97      1     17      1      6      1       8     7.3479E+01  8.931E+04  7.721E-04  9.243E-02
      99      1     17      1      9      1       8     3.0222E+01  2.531E+04  1.006E-03  3.592E-02
     102      1     17      1     13      1       8     1.0284E+01  6.557E+03  1.603E-03  2.421E-02
     104      1     18      1      2      1       8     2.1470E+02  2.455E+06  2.001E-01  4.179E-02
     107      1     18      1      5      1       8     7.8336E+01  3.145E+05  8.140E-03  2.606E-02
