#  File format type:   4
#
#  SPECT3D transition powers file.
#  RUN NAME:  ne_50-200_1e18-1e21
#  Total number of transitions   =     4122
#  Number of written transitions =     2041
#  Plasma temperature (eV)       =     1.4000E+02
#  Mass density (g/cm3)          =     2.5137E-04
#  Cell areal density (g/cm2)    =     1.0055E-04
#  Material mass fractions       =     1.0000E+00
#  DCA material number fractions =     1.0000E+00
# -----------------------------------------------------
#
#
#   Trans.  Trans  Upper  Upper  Lower  Lower   Ioniz   Energy     Line Power Line Center Line Width
#   Index   Model  Level  Model  Level  Model   Stage   (eV)       (W/cm2)    Opt. Depth      eV
# --------------------------------------------------------------------------------------------------
       1      1      3      1      2      1       8     1.5889E+01  5.084E+05  1.216E-01  4.883E-03
       2      1      4      1      2      1       8     1.6093E+01  8.957E+05  2.826E-01  4.924E-03
       5      1      5      1      3      1       8     1.2048E+02  1.234E+07  6.626E-02  3.019E-02
       6      1      5      1      4      1       8     1.2027E+02  2.292E+07  1.308E-01  3.014E-02
       7      1      6      1      2      1       8     1.4074E+02  1.860E+08  2.705E-01  1.013E-01
      10      1      6      1      5      1       8     4.3741E+00  6.310E+03  1.208E-03  7.806E-02
      12      1      7      1      3      1       8     1.2638E+02  1.260E+08  1.793E+00  2.991E-02
      13      1      7      1      4      1       8     1.2617E+02  2.062E+08  2.404E+00  4.304E-02
      15      1      7      1      6      1       8     1.5251E+00  1.114E+02  2.198E-04  5.789E-02
      17      1      8      1      3      1       8     1.6632E+02  3.711E+06  8.594E-03  5.081E-02
      18      1      8      1      4      1       8     1.6612E+02  7.294E+06  1.681E-02  5.077E-02
      20      1      8      1      6      1       8     4.1472E+01  1.909E+06  7.294E-03  9.662E-02
      22      1      9      1      2      1       8     1.8400E+02  6.945E+07  1.168E-01  6.798E-02
      25      1      9      1      5      1       8     4.7632E+01  5.385E+06  3.447E-02  4.451E-02
      27      1      9      1      7      1       8     4.1733E+01  8.185E+05  7.551E-03  3.989E-02
      28      1      9      1      8      1       8     1.7861E+00  3.233E+02  5.516E-04  4.654E-02
      30      1     10      1      3      1       8     1.6874E+02  7.252E+07  2.189E-01  4.862E-02
      31      1     10      1      4      1       8     1.6854E+02  1.226E+08  4.037E-01  5.127E-02
      33      1     10      1      6      1       8     4.3893E+01  2.088E+07  8.293E-02  9.062E-02
      36      1     10      1      9      1       8     6.3499E-01  8.567E+00  1.494E-04  4.009E-02
      41      1     11      1      7      1       8     4.2397E+01  4.556E+07  7.269E-01  4.165E-02
      43      1     11      1     10      1       8     2.8907E-02  6.755E-05  1.000E-30  3.525E-02
      45      1     12      1      3      1       8     1.8712E+02  1.702E+06  2.203E-03  7.935E-02
      46      1     12      1      4      1       8     1.8692E+02  3.369E+06  4.294E-03  7.930E-02
      48      1     12      1      6      1       8     6.2272E+01  1.098E+06  1.467E-03  1.251E-01
      51      1     12      1      9      1       8     1.9015E+01  2.386E+05  2.986E-03  7.436E-02
      53      1     13      1      2      1       8     2.0394E+02  3.652E+07  4.161E-02  8.279E-02
      56      1     13      1      5      1       8     6.7569E+01  3.616E+06  8.117E-03  5.929E-02
      58      1     13      1      7      1       8     6.1670E+01  4.241E+05  9.158E-04  7.812E-02
      59      1     13      1      8      1       8     2.1723E+01  4.584E+05  4.701E-03  6.135E-02
      61      1     13      1     10      1       8     1.9302E+01  1.641E+05  2.212E-03  6.258E-02
      63      1     13      1     12      1       8     9.2247E-01  4.688E+01  1.260E-04  8.146E-02
      65      1     14      1      3      1       8     1.8836E+02  3.746E+07  5.287E-02  7.578E-02
      66      1     14      1      4      1       8     1.8816E+02  7.136E+07  1.035E-01  7.574E-02
      68      1     14      1      6      1       8     6.3509E+01  1.337E+07  1.801E-02  1.216E-01
      71      1     14      1      9      1       8     2.0251E+01  1.741E+06  2.054E-02  7.078E-02
      73      1     14      1     11      1       8     1.9587E+01  6.286E+04  9.246E-04  5.811E-02
      75      1     14      1     13      1       8     3.1361E-01  1.135E+00  2.963E-05  7.752E-02
      80      1     15      1      7      1       8     6.1991E+01  2.316E+07  5.998E-02  6.847E-02
      82      1     15      1     10      1       8     1.9623E+01  4.079E+06  6.731E-02  5.291E-02
      85      1     15      1     14      1       8     7.4800E-03  1.614E-06  1.000E-30  6.773E-02
      91      1     16      1     11      1       8     1.9655E+01  1.151E+07  2.800E-01  4.455E-02
      93      1     16      1     15      1       8     6.0560E-02  3.462E-04  1.000E-30  5.435E-02
      95      1     17      1      3      1       8     1.9833E+02  8.878E+05  6.556E-04  1.263E-01
