#  File format type:   4
#
#  SPECT3D transition powers file.
#  RUN NAME:  ne-ne-h-xe_3mm
#  Total number of transitions   =     6012
#  Number of written transitions =     2759
#  Plasma temperature (eV)       =     1.0000E+02
#  Mass density (g/cm3)          =     1.4586E-04
#  Cell areal density (g/cm2)    =     4.3758E-05
#  Material mass fractions       =     1.0000E+00
#  DCA material number fractions =     1.4800E-01    8.5000E-01    2.0000E-03
# -----------------------------------------------------
#
#
#   Trans.  Trans  Upper  Upper  Lower  Lower   Ioniz   Energy     Line Power Line Center Line Width
#   Index   Model  Level  Model  Level  Model   Stage   (eV)       (W/cm2)    Opt. Depth      eV
# --------------------------------------------------------------------------------------------------
       1      1      2      1      1      1       1     1.0199E+01  1.388E+03  7.713E-05  4.974E-02
       4      1      4      1      1      1       1     1.0199E+01  2.777E+03  1.543E-04  4.974E-02
       7      1      6      1      1      1       1     1.2088E+01  1.805E+02  2.332E-05  1.030E-01
       9      1      6      1      3      1       1     1.8887E+00  3.786E+00  1.088E-05  1.414E-01
      12      1      5      1      2      1       1     1.8887E+00  1.184E-01  1.850E-07  2.567E-01
      14      1      5      1      4      1       1     1.8886E+00  2.369E-01  3.700E-07  2.567E-01
      16      1      7      1      2      1       1     1.8887E+00  6.059E+00  1.447E-05  1.680E-01
      18      1      7      1      4      1       1     1.8887E+00  1.211E+01  2.892E-05  1.680E-01
      19      1      9      1      1      1       1     1.2749E+01  2.051E+00  5.006E-06  1.702E-01
      21      1      9      1      3      1       1     2.5497E+00  5.821E-02  3.508E-07  1.166E+00
      24      1      9      1      5      1       1     6.6104E-01  4.786E-03  3.599E-08  8.764E-01
      25      1      9      1      7      1       1     6.6103E-01  5.425E-04  4.631E-09  7.877E-01
      27      1      8      1      2      1       1     2.5497E+00  1.727E-03  1.622E-08  7.420E-01
      29      1      8      1      4      1       1     2.5497E+00  3.454E-03  3.244E-08  7.420E-01
      30      1      8      1      6      1       1     6.6103E-01  9.562E-04  7.047E-09  9.022E-01
      34      1     10      1      2      1       1     2.5497E+00  6.909E-02  8.368E-07  5.758E-01
      36      1     10      1      4      1       1     2.5497E+00  1.384E-01  1.676E-06  5.758E-01
      37      1     10      1      6      1       1     6.6104E-01  1.832E-02  1.656E-07  7.360E-01
      45      1     11      1      7      1       1     6.6103E-01  5.028E-02  6.318E-07  5.353E-01
      46      1     13      1      1      1       1     1.3054E+01  4.885E-02  1.483E-06  2.764E-01
      48      1     13      1      3      1       1     2.8557E+00  1.541E-03  1.118E-07  1.687E+00
      50      1     13      1      5      1       1     9.6701E-01  1.726E-04  9.221E-09  1.866E+00
      51      1     13      1      7      1       1     9.6699E-01  1.573E-05  8.903E-10  1.777E+00
      53      1     13      1      8      1       1     3.0597E-01  2.454E-05  4.716E-10  2.350E+00
      54      1     13      1     10      1       1     3.0596E-01  6.274E-06  1.298E-10  2.184E+00
      57      1     12      1      2      1       1     2.8557E+00  4.438E-05  3.079E-09  1.765E+00
      59      1     12      1      4      1       1     2.8556E+00  8.876E-05  6.159E-09  1.765E+00
      60      1     12      1      6      1       1     9.6700E-01  3.174E-05  1.650E-09  1.925E+00
      63      1     12      1      9      1       1     3.0596E-01  7.159E-06  1.357E-10  2.383E+00
      67      1     14      1      2      1       1     2.8557E+00  1.629E-03  1.331E-07  1.499E+00
      69      1     14      1      4      1       1     2.8557E+00  3.253E-03  2.658E-07  1.499E+00
      70      1     14      1      6      1       1     9.6700E-01  5.936E-04  3.580E-08  1.659E+00
      73      1     14      1      9      1       1     3.0597E-01  8.256E-05  1.761E-09  2.117E+00
      76      1     14      1     11      1       1     3.0596E-01  2.803E-06  6.788E-11  1.865E+00
      81      1     15      1      7      1       1     9.6699E-01  1.116E-03  8.260E-08  1.358E+00
      83      1     15      1     10      1       1     3.0596E-01  2.009E-04  5.140E-09  1.765E+00
      89      1     16      1     11      1       1     3.0596E-01  4.263E-04  1.447E-08  1.330E+00
      90      1     18      1      1      1       1     1.3221E+01  2.193E-03  5.989E-07  3.840E-01
      92      1     18      1      3      1       1     3.0219E+00  7.248E-05  2.952E-08  3.506E+00
      93      1     18      1      5      1       1     1.1332E+00  9.087E-06  2.561E-09  3.684E+00
      94      1     18      1      7      1       1     1.1332E+00  7.448E-07  2.166E-10  3.596E+00
      96      1     18      1      8      1       1     4.7217E-01  1.767E-06  1.041E-10  4.169E+00
      97      1     18      1     10      1       1     4.7216E-01  3.735E-07  2.292E-11  4.003E+00
     100      1     18      1     12      1       1     1.6620E-01  3.397E-07  5.990E-12  5.191E+00
     101      1     18      1     14      1       1     1.6620E-01  1.339E-07  2.488E-12  4.925E+00
     104      1     17      1      2      1       1     3.0219E+00  2.075E-06  8.175E-10  3.624E+00
     106      1     17      1      4      1       1     3.0218E+00  4.143E-06  1.632E-09  3.624E+00
     107      1     17      1      6      1       1     1.1332E+00  1.607E-06  4.422E-10  3.784E+00
     108      1     17      1      9      1       1     4.7217E-01  4.719E-07  2.732E-11  4.243E+00
     111      1     17      1     13      1       1     1.6620E-01  1.248E-07  2.184E-12  5.232E+00
     115      1     19      1      2      1       1     3.0219E+00  7.242E-05  3.195E-08  3.236E+00
     117      1     19      1      4      1       1     3.0219E+00  1.452E-04  6.407E-08  3.236E+00
     118      1     19      1      6      1       1     1.1332E+00  2.976E-05  9.126E-09  3.396E+00
     119      1     19      1      9      1       1     4.7217E-01  5.701E-06  3.633E-10  3.855E+00
     122      1     19      1     11      1       1     4.7216E-01  1.417E-07  9.661E-12  3.602E+00
     123      1     19      1     13      1       1     1.6620E-01  1.045E-06  1.975E-11  4.844E+00
     126      1     19      1     15      1       1     1.6620E-01  9.089E-08  1.880E-12  4.425E+00
     129      1     20      1      7      1       1     1.1332E+00  4.763E-05  1.675E-08  2.974E+00
     131      1     20      1     10      1       1     4.7216E-01  1.189E-05  8.639E-10  3.381E+00
     133      1     20      1     14      1       1     1.6620E-01  2.355E-06  5.010E-11  4.303E+00
     134      1     20      1     16      1       1     1.6620E-01  3.704E-08  8.997E-13  3.769E+00
     137      1     21      1     11      1       1     4.7216E-01  1.630E-05  1.439E-09  2.783E+00
     139      1     21      1     15      1       1     1.6620E-01  4.645E-06  1.179E-10  3.606E+00
     141      1     22      1     16      1       1     1.6620E-01  8.436E-06  2.753E-10  2.804E+00
     143      1     23      1      2      1       1     3.1221E+00  1.490E-07  2.640E-10  6.686E+00
     144      1     23      1      4      1       1     3.1221E+00  2.980E-07  5.279E-10  6.686E+00
     145      1     23      1      6      1       1     1.2334E+00  1.206E-07  1.375E-10  6.846E+00
     146      1     23      1      9      1       1     5.7238E-01  3.884E-08  7.371E-12  7.304E+00
     147      1     23      1     13      1       1     2.6642E-01  1.346E-08  4.358E-13  8.293E+00
     150      1     23      1     18      1       1     1.0021E-01  3.956E-09  3.936E-14  1.011E+01
     153      1     24      1      1      1       1     1.3321E+01  1.542E-04  2.710E-07  5.212E-01
     154      1     24      1      3      1       1     3.1221E+00  5.242E-06  9.523E-09  6.519E+00
     155      1     24      1      5      1       1     1.2334E+00  6.973E-07  8.103E-10  6.698E+00
     156      1     24      1      7      1       1     1.2334E+00  5.357E-08  6.348E-11  6.609E+00
     157      1     24      1      8      1       1     5.7238E-01  1.516E-07  2.926E-11  7.182E+00
     158      1     24      1     10      1       1     5.7238E-01  2.887E-08  5.704E-12  7.016E+00
     160      1     24      1     12      1       1     2.6642E-01  3.975E-08  1.300E-12  8.205E+00
     161      1     24      1     14      1       1     2.6642E-01  1.321E-08  4.466E-13  7.939E+00
     164      1     24      1     17      1       1     1.0022E-01  9.187E-09  9.185E-14  1.006E+01
     165      1     24      1     19      1       1     1.0021E-01  4.791E-09  4.983E-14  9.676E+00
     168      1     25      1      2      1       1     3.1221E+00  5.077E-06  9.771E-09  6.154E+00
     169      1     25      1      4      1       1     3.1221E+00  1.015E-05  1.954E-08  6.154E+00
     170      1     25      1      6      1       1     1.2334E+00  2.214E-06  2.736E-09  6.314E+00
     171      1     25      1      9      1       1     5.7238E-01  4.769E-07  9.762E-11  6.772E+00
