#  File format type:   4
#
#  SPECT3D transition powers file.
#  RUN NAME:  xe_750-1300_4mm
#  Total number of transitions   =     1380
#  Number of written transitions =      624
#  Plasma temperature (eV)       =     5.0000E+02
#  Mass density (g/cm3)          =     1.0902E-02
#  Cell areal density (g/cm2)    =     4.3607E-03
#  Material mass fractions       =     1.0000E+00
#  DCA material number fractions =     1.0000E+00
# -----------------------------------------------------
#
#
#   Trans.  Trans  Upper  Upper  Lower  Lower   Ioniz   Energy     Line Power Line Center Line Width
#   Index   Model  Level  Model  Level  Model   Stage   (eV)       (W/cm2)    Opt. Depth      eV
# --------------------------------------------------------------------------------------------------
       1      1      3      1      2      1      52     1.1982E+02  6.676E+09  3.684E-07  1.871E-02
       2      1      4      1      2      1      52     4.9234E+02  2.486E+11  6.305E+00  7.486E-02
       4      1      6      1      5      1      52     1.0651E+02  2.483E+10  1.582E-02  7.872E+01
       6      1      7      1      6      1      52     6.8034E+01  3.323E+09  2.206E-03  9.467E+01
       7      1      9      1      8      1      52     3.8672E+01  1.376E+09  5.278E-02  2.873E+01
       9      1     10      1      9      1      52     3.4641E+01  9.333E+08  1.444E-02  3.135E+01
      11      1     11      1     10      1      52     9.4480E+00  3.288E+06  5.457E-03  8.534E+00
      13      1     12      1      9      1      52     8.3242E+02  5.483E+13  1.000E-30  4.482E+01
      14      1     13      1      8      1      52     8.9349E+02  3.682E+13  1.325E-01  2.733E+01
      16      1     13      1     10      1      52     8.2018E+02  1.451E+13  1.000E-30  1.553E+01
      17      1     13      1     12      1      52     2.2396E+01  3.542E+08  1.336E-01  1.658E+01
      19      1     14      1      9      1      52     8.6975E+02  8.419E+13  7.436E-02  3.758E+01
      21      1     14      1     11      1      52     8.2566E+02  3.461E+12  1.000E-30  3.009E+00
      23      1     14      1     13      1      52     1.4925E+01  8.605E+07  2.623E-02  2.023E+01
      25      1     15      1     10      1      52     8.3968E+02  1.187E+14  2.441E-01  1.291E+01
      28      1     15      1     14      1      52     4.5752E+00  6.364E+05  1.838E-02  4.400E+00
      30      1     16      1     11      1      52     8.3260E+02  1.443E+14  6.308E-01  5.965E+00
      32      1     16      1     15      1      52     2.3647E+00  2.685E+04  9.905E-03  1.761E+00
      34      1     17      1      9      1      52     1.3019E+03  4.602E+13  1.000E-30  4.478E+01
      36      1     17      1     13      1      52     4.4709E+02  1.166E+13  1.000E-30  2.768E+01
      38      1     18      1      8      1      52     1.3534E+03  3.789E+13  6.154E-02  1.601E+01
      40      1     18      1     10      1      52     1.2800E+03  1.124E+13  1.000E-30  8.697E+00
      41      1     18      1     12      1      52     4.8226E+02  5.635E+12  2.511E-01  1.583E+01
      43      1     18      1     14      1      52     4.4493E+02  3.894E+12  1.000E-30  9.550E+00
      45      1     18      1     17      1      52     1.2770E+01  6.827E+07  2.829E-01  9.438E+00
      47      1     19      1      9      1      52     1.3234E+03  8.153E+13  1.757E-02  4.055E+01
      49      1     19      1     11      1      52     1.2793E+03  2.288E+12  1.000E-30  4.158E+00
      51      1     19      1     13      1      52     4.6860E+02  1.248E+13  1.191E-01  2.346E+01
      53      1     19      1     15      1      52     4.4910E+02  1.422E+12  1.000E-30  1.838E+00
      56      1     19      1     18      1      52     8.7378E+00  2.142E+07  5.853E-02  1.174E+01
      58      1     20      1     10      1      52     1.2912E+03  1.132E+14  4.551E-02  1.459E+01
      61      1     20      1     14      1      52     4.5609E+02  1.498E+13  4.628E-01  6.405E+00
      63      1     20      1     16      1      52     4.4915E+02  4.004E+11  1.000E-30  7.673E-01
      65      1     20      1     19      1      52     2.4178E+00  1.175E+05  4.053E-02  2.574E+00
      67      1     21      1     11      1      52     1.2829E+03  1.149E+14  7.233E-02  7.027E+00
      69      1     21      1     15      1      52     4.5271E+02  1.528E+13  1.123E+00  2.950E+00
      72      1     21      1     20      1      52     1.2002E+00  5.788E+03  2.777E-02  1.058E+00
      75      1     22      1     16      1      52     4.5135E+02  1.458E+13  2.262E+00  1.696E+00
      77      1     22      1     21      1      52     1.0028E+00  1.542E+03  1.859E-02  5.552E-01
      79      1     23      1     13      1      52     7.2854E+02  1.118E+13  1.000E-30  2.769E+01
      81      1     23      1     18      1      52     2.6868E+02  3.275E+12  1.000E-30  1.604E+01
      83      1     24      1     12      1      52     7.5883E+02  7.007E+12  1.087E-01  1.007E+01
      85      1     24      1     14      1      52     7.2151E+02  3.470E+12  1.000E-30  5.180E+00
      86      1     24      1     17      1      52     2.8935E+02  1.149E+12  4.352E-01  1.002E+01
      88      1     24      1     19      1      52     2.6784E+02  1.225E+12  1.000E-30  6.308E+00
      90      1     24      1     23      1      52     7.9016E+00  1.559E+07  5.227E-01  5.914E+00
      92      1     25      1     13      1      52     7.4204E+02  1.464E+13  2.947E-02  2.500E+01
      94      1     25      1     15      1      52     7.2254E+02  1.121E+12  1.000E-30  1.855E+00
