#  File format type:   4
#
#  SPECT3D transition powers file.
#  RUN NAME:  ne-ne-h-xe_3mm
#  Total number of transitions   =     6012
#  Number of written transitions =     2717
#  Plasma temperature (eV)       =     2.0000E+02
#  Mass density (g/cm3)          =     2.9172E-02
#  Cell areal density (g/cm2)    =     8.7516E-03
#  Material mass fractions       =     1.0000E+00
#  DCA material number fractions =     1.4800E-01    8.5000E-01    2.0000E-03
# -----------------------------------------------------
#
#
#   Trans.  Trans  Upper  Upper  Lower  Lower   Ioniz   Energy     Line Power Line Center Line Width
#   Index   Model  Level  Model  Level  Model   Stage   (eV)       (W/cm2)    Opt. Depth      eV
# --------------------------------------------------------------------------------------------------
       1      1      2      1      1      1       1     1.0199E+01  1.006E+04  5.755E-03  1.993E+00
       4      1      4      1      1      1       1     1.0199E+01  2.000E+04  1.151E-02  1.993E+00
       7      1      6      1      1      1       1     1.2088E+01  7.021E+01  1.577E-03  4.446E+00
       9      1      6      1      3      1       1     1.8887E+00  1.475E+00  4.334E-07  5.030E+00
      12      1      5      1      2      1       1     1.8887E+00  4.556E-02  1.755E-09  3.887E+01
      14      1      5      1      4      1       1     1.8886E+00  9.111E-02  3.510E-09  3.887E+01
      16      1      7      1      2      1       1     1.8887E+00  2.410E+00  1.376E-07  2.537E+01
      18      1      7      1      4      1       1     1.8887E+00  4.818E+00  2.751E-07  2.537E+01
      19      1      9      1      1      1       1     1.2749E+01  4.768E-01  3.374E-04  7.599E+00
      21      1      9      1      3      1       1     2.5497E+00  1.354E-02  1.231E-08  4.183E+01
      24      1      9      1      5      1       1     6.6104E-01  1.113E-03  4.903E-19  1.334E+02
      25      1      9      1      7      1       1     6.6103E-01  1.261E-04  7.320E-20  1.199E+02
      27      1      8      1      2      1       1     2.5497E+00  3.864E-04  1.357E-10  1.127E+02
      29      1      8      1      4      1       1     2.5497E+00  7.728E-04  2.714E-10  1.127E+02
      30      1      8      1      6      1       1     6.6103E-01  2.139E-04  1.176E-19  1.373E+02
      34      1     10      1      2      1       1     2.5497E+00  1.720E-02  7.002E-09  8.739E+01
      36      1     10      1      4      1       1     2.5497E+00  3.445E-02  1.403E-08  8.739E+01
      37      1     10      1      6      1       1     6.6104E-01  4.561E-03  1.728E-18  1.120E+02
      45      1     11      1      7      1       1     6.6103E-01  1.358E-02  4.388E-18  8.144E+01
      46      1     13      1      1      1       1     1.3054E+01  4.893E-03  9.779E-05  1.261E+01
      48      1     13      1      3      1       1     2.8557E+00  1.543E-04  8.185E-10  2.566E+02
      50      1     13      1      5      1       1     9.6701E-01  1.729E-05  2.610E-19  2.840E+02
      51      1     13      1      7      1       1     9.6699E-01  1.576E-06  2.665E-20  2.705E+02
      53      1     13      1      8      1       1     3.0597E-01  2.458E-06  1.062E-20  3.579E+02
      54      1     13      1     10      1       1     3.0596E-01  6.285E-07  3.692E-21  3.325E+02
      57      1     12      1      2      1       1     2.8557E+00  4.058E-06  2.261E-11  2.684E+02
      59      1     12      1      4      1       1     2.8556E+00  8.115E-06  4.522E-11  2.684E+02
      60      1     12      1      6      1       1     9.6700E-01  2.902E-06  5.175E-20  2.930E+02
      63      1     12      1      9      1       1     3.0596E-01  6.545E-07  3.700E-21  3.629E+02
      67      1     14      1      2      1       1     2.8557E+00  1.931E-04  9.771E-10  2.279E+02
      69      1     14      1      4      1       1     2.8557E+00  3.857E-04  1.951E-09  2.279E+02
      70      1     14      1      6      1       1     9.6700E-01  7.039E-05  8.717E-19  2.525E+02
      73      1     14      1      9      1       1     3.0597E-01  9.790E-06  3.439E-20  3.224E+02
      76      1     14      1     11      1       1     3.0596E-01  3.324E-07  1.892E-21  2.840E+02
      81      1     15      1      7      1       1     9.6699E-01  1.649E-04  1.592E-18  2.068E+02
      83      1     15      1     10      1       1     3.0596E-01  2.969E-05  8.257E-20  2.688E+02
      89      1     16      1     11      1       1     3.0596E-01  7.986E-05  1.744E-19  2.026E+02
      90      1     18      1      1      1       1     1.3221E+01  2.435E-05  6.739E-04  1.769E+01
      92      1     18      1      3      1       1     3.0219E+00  8.055E-07  2.026E-10  5.335E+02
     115      1     19      1      2      1       1     3.0219E+00  1.145E-06  2.200E-10  4.925E+02
     117      1     19      1      4      1       1     3.0219E+00  2.297E-06  4.412E-10  4.925E+02
     118      1     19      1      6      1       1     1.1332E+00  4.707E-07  5.555E-19  5.171E+02
     129      1     20      1      7      1       1     1.1332E+00  1.219E-06  8.733E-19  4.527E+02
     131      1     20      1     10      1       1     4.7216E-01  3.042E-07  4.029E-20  5.148E+02
     137      1     21      1     11      1       1     4.7216E-01  7.275E-07  5.749E-20  4.238E+02
     139      1     21      1     15      1       1     1.6620E-01  2.073E-07  4.910E-21  5.491E+02
     141      1     22      1     16      1       1     1.6620E-01  6.659E-07  1.049E-20  4.271E+02
     511      1     55      1     54      1       8     1.5889E+01  9.802E+06  2.640E-02  1.608E-01
     512      1     56      1     54      1       8     1.6093E+01  2.017E+07  5.381E-02  1.609E-01
     515      1     57      1     55      1       8     1.2048E+02  1.166E+09  1.994E-02  5.720E-01
     516      1     57      1     56      1       8     1.2027E+02  2.295E+09  4.018E-02  5.719E-01
     517      1     58      1     54      1       8     1.4074E+02  1.777E+10  3.013E-01  6.308E-01
     520      1     58      1     57      1       8     4.3741E+00  5.634E+05  3.275E-03  9.839E-01
     522      1     59      1     55      1       8     1.2638E+02  2.180E+10  7.757E-01  4.203E-01
     523      1     59      1     56      1       8     1.2617E+02  3.344E+10  1.567E+00  4.334E-01
     525      1     59      1     58      1       8     1.5251E+00  1.002E+04  5.824E-04  8.120E-01
     527      1     60      1     55      1       8     1.6632E+02  4.393E+08  1.720E-03  1.654E+00
     528      1     60      1     56      1       8     1.6612E+02  8.722E+08  3.432E-03  1.654E+00
     530      1     60      1     58      1       8     4.1472E+01  2.241E+08  8.346E-03  2.063E+00
     532      1     61      1     54      1       8     1.8400E+02  9.019E+09  3.240E-02  1.656E+00
     535      1     61      1     57      1       8     4.7632E+01  6.292E+08  1.875E-02  2.009E+00
     537      1     61      1     59      1       8     4.1733E+01  9.458E+07  3.845E-03  1.852E+00
     538      1     61      1     60      1       8     1.7861E+00  3.725E+04  3.929E-04  3.068E+00
     540      1     62      1     55      1       8     1.6874E+02  1.027E+10  5.057E-02  1.396E+00
     541      1     62      1     56      1       8     1.6854E+02  1.947E+10  1.004E-01  1.399E+00
     543      1     62      1     58      1       8     4.3893E+01  2.432E+09  1.053E-01  1.802E+00
     546      1     62      1     61      1       8     6.3499E-01  9.823E+02  8.856E-05  2.806E+00
     551      1     63      1     59      1       8     4.2397E+01  6.673E+09  5.645E-01  1.298E+00
     553      1     63      1     62      1       8     2.8907E-02  7.761E-03  4.437E-07  2.246E+00
     555      1     64      1     55      1       8     1.8712E+02  7.537E+07  3.033E-04  3.952E+00
     556      1     64      1     56      1       8     1.8692E+02  1.494E+08  6.033E-04  3.952E+00
     558      1     64      1     58      1       8     6.2272E+01  4.852E+07  1.158E-03  4.362E+00
