#  File format type:   4
#
#  SPECT3D transition powers file.
#  RUN NAME:  ne-ne-h-xe_3mm
#  Total number of transitions   =     6012
#  Number of written transitions =     2709
#  Plasma temperature (eV)       =     3.0000E+02
#  Mass density (g/cm3)          =     2.9172E-02
#  Cell areal density (g/cm2)    =     8.7516E-03
#  Material mass fractions       =     1.0000E+00
#  DCA material number fractions =     1.4800E-01    8.5000E-01    2.0000E-03
# -----------------------------------------------------
#
#
#   Trans.  Trans  Upper  Upper  Lower  Lower   Ioniz   Energy     Line Power Line Center Line Width
#   Index   Model  Level  Model  Level  Model   Stage   (eV)       (W/cm2)    Opt. Depth      eV
# --------------------------------------------------------------------------------------------------
       1      1      2      1      1      1       1     1.0199E+01  4.873E+03  2.065E-03  1.869E+00
       4      1      4      1      1      1       1     1.0199E+01  9.727E+03  4.131E-03  1.869E+00
       7      1      6      1      1      1       1     1.2088E+01  3.457E+01  5.787E-04  4.166E+00
       9      1      6      1      3      1       1     1.8887E+00  7.257E-01  1.700E-07  5.191E+00
      12      1      5      1      2      1       1     1.8887E+00  2.252E-02  8.319E-10  3.327E+01
      14      1      5      1      4      1       1     1.8886E+00  4.503E-02  1.664E-09  3.327E+01
      16      1      7      1      2      1       1     1.8887E+00  1.177E+00  6.524E-08  2.171E+01
      18      1      7      1      4      1       1     1.8887E+00  2.352E+00  1.304E-07  2.171E+01
      19      1      9      1      1      1       1     1.2749E+01  2.565E-01  1.238E-04  7.118E+00
      21      1      9      1      3      1       1     2.5497E+00  7.282E-03  4.828E-09  4.317E+01
      24      1      9      1      5      1       1     6.6104E-01  5.987E-04  1.237E-20  1.142E+02
      25      1      9      1      7      1       1     6.6103E-01  6.786E-05  1.823E-21  1.026E+02
      27      1      8      1      2      1       1     2.5497E+00  2.108E-04  6.433E-11  9.648E+01
      29      1      8      1      4      1       1     2.5497E+00  4.216E-04  1.287E-10  9.648E+01
      30      1      8      1      6      1       1     6.6103E-01  1.167E-04  2.951E-21  1.175E+02
      34      1     10      1      2      1       1     2.5497E+00  9.024E-03  3.319E-09  7.481E+01
      36      1     10      1      4      1       1     2.5497E+00  1.808E-02  6.648E-09  7.481E+01
      37      1     10      1      6      1       1     6.6104E-01  2.393E-03  4.338E-20  9.587E+01
      45      1     11      1      7      1       1     6.6103E-01  6.918E-03  1.095E-19  6.971E+01
      46      1     13      1      1      1       1     1.3054E+01  3.554E-03  3.589E-05  1.181E+01
      48      1     13      1      3      1       1     2.8557E+00  1.121E-04  3.884E-10  2.196E+02
      50      1     13      1      5      1       1     9.6701E-01  1.256E-05  6.580E-21  2.431E+02
      51      1     13      1      7      1       1     9.6699E-01  1.145E-06  6.636E-22  2.316E+02
      53      1     13      1      8      1       1     3.0597E-01  1.786E-06  2.955E-22  3.063E+02
      54      1     13      1     10      1       1     3.0596E-01  4.565E-07  9.879E-23  2.846E+02
      57      1     12      1      2      1       1     2.8557E+00  3.047E-06  1.072E-11  2.297E+02
      59      1     12      1      4      1       1     2.8556E+00  6.094E-06  2.143E-11  2.297E+02
      60      1     12      1      6      1       1     9.6700E-01  2.180E-06  1.298E-21  2.508E+02
      63      1     12      1      9      1       1     3.0596E-01  4.916E-07  1.015E-22  3.106E+02
      67      1     14      1      2      1       1     2.8557E+00  1.319E-04  4.632E-10  1.951E+02
      69      1     14      1      4      1       1     2.8557E+00  2.635E-04  9.250E-10  1.951E+02
      70      1     14      1      6      1       1     9.6700E-01  4.809E-05  2.187E-20  2.161E+02
      73      1     14      1      9      1       1     3.0597E-01  6.688E-06  9.435E-22  2.760E+02
      76      1     14      1     11      1       1     3.0596E-01  2.271E-07  4.913E-23  2.431E+02
      81      1     15      1      7      1       1     9.6699E-01  1.040E-04  3.965E-20  1.770E+02
      83      1     15      1     10      1       1     3.0596E-01  1.872E-05  2.209E-21  2.301E+02
      89      1     16      1     11      1       1     3.0596E-01  4.619E-05  4.530E-21  1.734E+02
      90      1     18      1      1      1       1     1.3221E+01  3.941E-05  2.367E-04  1.656E+01
      92      1     18      1      3      1       1     3.0219E+00  1.303E-06  9.615E-11  4.567E+02
     115      1     19      1      2      1       1     3.0219E+00  1.629E-06  1.043E-10  4.215E+02
     117      1     19      1      4      1       1     3.0219E+00  3.267E-06  2.091E-10  4.215E+02
     118      1     19      1      6      1       1     1.1332E+00  6.694E-07  1.393E-20  4.426E+02
     129      1     20      1      7      1       1     1.1332E+00  1.455E-06  2.174E-20  3.875E+02
     131      1     20      1     10      1       1     4.7216E-01  3.631E-07  1.078E-21  4.406E+02
     137      1     21      1     11      1       1     4.7216E-01  7.092E-07  1.493E-21  3.628E+02
     139      1     21      1     15      1       1     1.6620E-01  2.021E-07  1.578E-22  4.700E+02
     141      1     22      1     16      1       1     1.6620E-01  5.275E-07  3.092E-22  3.655E+02
     511      1     55      1     54      1       8     1.5889E+01  2.379E+05  4.939E-04  1.391E-01
     512      1     56      1     54      1       8     1.6093E+01  5.015E+05  1.015E-03  1.391E-01
     515      1     57      1     55      1       8     1.2048E+02  3.363E+07  4.190E-04  5.003E-01
     516      1     57      1     56      1       8     1.2027E+02  6.740E+07  8.432E-04  5.003E-01
     517      1     58      1     54      1       8     1.4074E+02  6.404E+08  6.168E-03  5.622E-01
     520      1     58      1     57      1       8     4.3741E+00  1.610E+04  7.465E-05  8.523E-01
     522      1     59      1     55      1       8     1.2638E+02  1.005E+09  1.654E-02  3.711E-01
     523      1     59      1     56      1       8     1.2617E+02  1.965E+09  3.274E-02  3.842E-01
     525      1     59      1     58      1       8     1.5251E+00  2.860E+02  1.338E-05  7.023E-01
     527      1     60      1     55      1       8     1.6632E+02  1.328E+07  3.705E-05  1.430E+00
     528      1     60      1     56      1       8     1.6612E+02  2.640E+07  7.384E-05  1.430E+00
