#  File format type:   4
#
#  SPECT3D transition powers file.
#  RUN NAME:  ne-ne-h-xe_3mm
#  Total number of transitions   =     6012
#  Number of written transitions =     2733
#  Plasma temperature (eV)       =     4.0000E+02
#  Mass density (g/cm3)          =     1.4586E-03
#  Cell areal density (g/cm2)    =     4.3758E-04
#  Material mass fractions       =     1.0000E+00
#  DCA material number fractions =     1.4800E-01    8.5000E-01    2.0000E-03
# -----------------------------------------------------
#
#
#   Trans.  Trans  Upper  Upper  Lower  Lower   Ioniz   Energy     Line Power Line Center Line Width
#   Index   Model  Level  Model  Level  Model   Stage   (eV)       (W/cm2)    Opt. Depth      eV
# --------------------------------------------------------------------------------------------------
       1      1      2      1      1      1       1     1.0199E+01  2.338E+03  5.769E-05  1.993E-01
       4      1      4      1      1      1       1     1.0199E+01  4.676E+03  1.154E-04  1.993E-01
       7      1      6      1      1      1       1     1.2088E+01  2.217E+01  1.498E-05  4.292E-01
       9      1      6      1      3      1       1     1.8887E+00  4.651E-01  1.116E-07  7.107E-01
      12      1      5      1      2      1       1     1.8887E+00  1.455E-02  1.706E-09  1.454E+00
      14      1      5      1      4      1       1     1.8886E+00  2.910E-02  3.412E-09  1.454E+00
      16      1      7      1      2      1       1     1.8887E+00  7.442E-01  1.338E-07  9.502E-01
      18      1      7      1      4      1       1     1.8887E+00  1.488E+00  2.675E-07  9.502E-01
      19      1      9      1      1      1       1     1.2749E+01  1.938E-01  3.394E-06  7.223E-01
      21      1      9      1      3      1       1     2.5497E+00  5.501E-03  1.239E-08  5.893E+00
      24      1      9      1      5      1       1     6.6104E-01  4.523E-04  5.171E-10  4.983E+00
      25      1      9      1      7      1       1     6.6103E-01  5.126E-05  6.518E-11  4.478E+00
      27      1      8      1      2      1       1     2.5497E+00  1.632E-04  5.160E-10  4.213E+00
      29      1      8      1      4      1       1     2.5497E+00  3.264E-04  1.032E-09  4.213E+00
      30      1      8      1      6      1       1     6.6103E-01  9.035E-05  1.003E-10  5.130E+00
      34      1     10      1      2      1       1     2.5497E+00  6.529E-03  2.662E-08  3.268E+00
      36      1     10      1      4      1       1     2.5497E+00  1.308E-02  5.332E-08  3.268E+00
      37      1     10      1      6      1       1     6.6104E-01  1.732E-03  2.356E-09  4.184E+00
      45      1     11      1      7      1       1     6.6103E-01  4.752E-03  8.892E-09  3.042E+00
      46      1     13      1      1      1       1     1.3054E+01  4.534E-03  1.005E-06  1.187E+00
      48      1     13      1      3      1       1     2.8557E+00  1.430E-04  4.018E-09  9.587E+00
      50      1     13      1      5      1       1     9.6701E-01  1.602E-05  8.413E-11  1.061E+01
      51      1     13      1      7      1       1     9.6699E-01  1.460E-06  8.047E-12  1.010E+01
      53      1     13      1      8      1       1     3.0597E-01  2.278E-06  1.701E-12  1.337E+01
      54      1     13      1     10      1       1     3.0596E-01  5.823E-07  4.680E-13  1.242E+01
      57      1     12      1      2      1       1     2.8557E+00  4.119E-06  1.107E-10  1.003E+01
      59      1     12      1      4      1       1     2.8556E+00  8.237E-06  2.213E-10  1.003E+01
      60      1     12      1      6      1       1     9.6700E-01  2.946E-06  1.499E-11  1.095E+01
      63      1     12      1      9      1       1     3.0596E-01  6.644E-07  4.893E-13  1.355E+01
      67      1     14      1      2      1       1     2.8557E+00  1.512E-04  4.783E-09  8.516E+00
      69      1     14      1      4      1       1     2.8557E+00  3.019E-04  9.552E-09  8.516E+00
      70      1     14      1      6      1       1     9.6700E-01  5.510E-05  3.252E-10  9.432E+00
      73      1     14      1      9      1       1     3.0597E-01  7.664E-06  6.351E-12  1.204E+01
      76      1     14      1     11      1       1     3.0596E-01  2.602E-07  2.449E-13  1.061E+01
      81      1     15      1      7      1       1     9.6699E-01  1.036E-04  7.465E-10  7.723E+00
      83      1     15      1     10      1       1     3.0596E-01  1.865E-05  1.854E-11  1.004E+01
      89      1     16      1     11      1       1     3.0596E-01  3.959E-05  5.220E-11  7.566E+00
      90      1     18      1      1      1       1     1.3221E+01  2.029E-04  4.011E-07  1.658E+00
      92      1     18      1      3      1       1     3.0219E+00  6.706E-06  9.948E-10  1.993E+01
      93      1     18      1      5      1       1     1.1332E+00  8.407E-07  1.807E-11  2.095E+01
      94      1     18      1      7      1       1     1.1332E+00  6.891E-08  1.516E-12  2.045E+01
      96      1     18      1      8      1       1     4.7217E-01  1.635E-07  2.436E-13  2.371E+01
      97      1     18      1     10      1       1     4.7216E-01  3.456E-08  5.362E-14  2.276E+01
     100      1     18      1     12      1       1     1.6620E-01  3.143E-08  4.166E-26  2.952E+01
