#  File format type:   4
#
#  SPECT3D transition powers file.
#  RUN NAME:  ne_750-1300_4mm
#  Total number of transitions   =     4122
#  Number of written transitions =     2052
#  Plasma temperature (eV)       =     1.5000E+02
#  Mass density (g/cm3)          =     3.3515E-02
#  Cell areal density (g/cm2)    =     1.3406E-02
#  Material mass fractions       =     1.0000E+00
#  DCA material number fractions =     1.0000E+00
# -----------------------------------------------------
#
#
#   Trans.  Trans  Upper  Upper  Lower  Lower   Ioniz   Energy     Line Power Line Center Line Width
#   Index   Model  Level  Model  Level  Model   Stage   (eV)       (W/cm2)    Opt. Depth      eV
# --------------------------------------------------------------------------------------------------
       1      1      3      1      2      1       8     1.5889E+01  2.947E+08  2.149E+00  1.894E-01
       2      1      4      1      2      1       8     1.6093E+01  4.564E+08  4.420E+00  1.895E-01
       5      1      5      1      3      1       8     1.2048E+02  3.183E+10  1.512E+00  6.688E-01
       6      1      5      1      4      1       8     1.2027E+02  4.791E+10  3.041E+00  6.687E-01
       7      1      6      1      2      1       8     1.4074E+02  1.778E+11  2.336E+01  7.245E-01
      10      1      6      1      5      1       8     4.3741E+00  2.644E+07  2.069E-01  1.154E+00
      12      1      7      1      3      1       8     1.2638E+02  1.806E+11  5.846E+01  4.885E-01
      13      1      7      1      4      1       8     1.2617E+02  2.562E+11  1.165E+02  5.016E-01
      15      1      7      1      6      1       8     1.5251E+00  5.391E+05  3.569E-02  9.533E-01
      17      1      8      1      3      1       8     1.6632E+02  2.016E+10  1.256E-01  1.948E+00
      18      1      8      1      4      1       8     1.6612E+02  3.649E+10  2.502E-01  1.948E+00
      20      1      8      1      6      1       8     4.1472E+01  7.999E+09  5.161E-01  2.430E+00
      22      1      9      1      2      1       8     1.8400E+02  1.881E+11  2.398E+00  1.946E+00
      25      1      9      1      5      1       8     4.7632E+01  1.729E+10  1.160E+00  2.375E+00
      27      1      9      1      7      1       8     4.1733E+01  3.981E+09  2.376E-01  2.191E+00
      28      1      9      1      8      1       8     1.7861E+00  1.861E+06  2.275E-02  3.635E+00
      30      1     10      1      3      1       8     1.6874E+02  1.815E+11  3.685E+00  1.642E+00
      31      1     10      1      4      1       8     1.6854E+02  2.647E+11  7.307E+00  1.644E+00
      33      1     10      1      6      1       8     4.3893E+01  3.505E+10  6.491E+00  2.121E+00
      36      1     10      1      9      1       8     6.3499E-01  4.998E+04  5.065E-03  3.325E+00
      41      1     11      1      7      1       8     4.2397E+01  5.922E+10  3.484E+01  1.532E+00
      43      1     11      1     10      1       8     2.8907E-02  3.981E-01  2.215E-05  2.660E+00
      45      1     12      1      3      1       8     1.8712E+02  3.505E+09  2.182E-02  4.671E+00
      46      1     12      1      4      1       8     1.8692E+02  6.813E+09  4.333E-02  4.671E+00
      48      1     12      1      6      1       8     6.2272E+01  2.161E+09  7.035E-02  5.153E+00
      51      1     12      1      9      1       8     1.9015E+01  4.606E+08  9.482E-02  6.357E+00
      53      1     13      1      2      1       8     2.0394E+02  5.114E+10  4.382E-01  4.677E+00
      56      1     13      1      5      1       8     6.7569E+01  5.727E+09  2.017E-01  5.106E+00
      58      1     13      1      7      1       8     6.1670E+01  7.702E+08  2.862E-02  4.945E+00
      59      1     13      1      8      1       8     2.1723E+01  7.564E+08  1.441E-01  6.366E+00
      61      1     13      1     10      1       8     1.9302E+01  2.884E+08  6.603E-02  6.064E+00
      63      1     13      1     12      1       8     9.2247E-01  8.728E+04  1.712E-03  9.080E+00
      65      1     14      1      3      1       8     1.8836E+02  4.829E+10  5.517E-01  4.241E+00
      66      1     14      1      4      1       8     1.8816E+02  7.640E+10  1.100E+00  4.241E+00
      68      1     14      1      6      1       8     6.3509E+01  1.422E+10  9.280E-01  4.724E+00
      71      1     14      1      9      1       8     2.0251E+01  2.053E+09  6.692E-01  5.928E+00
      73      1     14      1     11      1       8     1.9587E+01  1.108E+08  2.854E-02  5.255E+00
      75      1     14      1     13      1       8     3.1361E-01  2.054E+03  3.290E-04  8.650E+00
      80      1     15      1      7      1       8     6.1991E+01  1.874E+10  2.102E+00  3.858E+00
      82      1     15      1     10      1       8     1.9623E+01  3.352E+09  2.057E+00  4.976E+00
      85      1     15      1     14      1       8     7.4800E-03  2.954E-03  1.298E-07  7.563E+00
      91      1     16      1     11      1       8     1.9655E+01  5.906E+09  9.084E+00  3.761E+00
      93      1     16      1     15      1       8     6.0560E-02  6.442E-01  3.334E-06  6.069E+00
      95      1     17      1      3      1       8     1.9833E+02  1.999E+08  5.273E-03  9.673E+00
      96      1     17      1      4      1       8     1.9813E+02  3.961E+08  1.052E-02  9.673E+00
      97      1     17      1      6      1       8     7.3479E+01  1.425E+08  1.598E-02  1.016E+01
      99      1     17      1      9      1       8     3.0222E+01  4.035E+07  1.713E-02  1.136E+01
     102      1     17      1     13      1       8     1.0284E+01  1.055E+07  8.491E-03  1.408E+01
     104      1     18      1      2      1       8     2.1470E+02  3.725E+09  1.129E-01  9.737E+00
     107      1     18      1      5      1       8     7.8336E+01  4.282E+08  5.078E-02  1.017E+01
     108      1     18      1      7      1       8     7.2437E+01  4.604E+07  6.101E-03  1.000E+01
     109      1     18      1      8      1       8     3.2490E+01  7.692E+07  3.381E-02  1.143E+01
     111      1     18      1     10      1       8     3.0069E+01  2.220E+07  1.105E-02  1.112E+01
     113      1     18      1     12      1       8     1.1689E+01  1.385E+07  1.122E-02  1.414E+01
     115      1     18      1     14      1       8     1.0453E+01  7.799E+06  6.958E-03  1.371E+01
     117      1     18      1     17      1       8     4.8232E-01  1.309E+03  4.519E-05  1.914E+01
     119      1     19      1      3      1       8     1.9902E+02  3.486E+09  1.284E-01  9.133E+00
     120      1     19      1      4      1       8     1.9882E+02  6.321E+09  2.566E-01  9.133E+00
     121      1     19      1      6      1       8     7.4170E+01  1.268E+09  2.055E-01  9.616E+00
     123      1     19      1      9      1       8     3.0912E+01  2.459E+08  1.384E-01  1.082E+01
     125      1     19      1     11      1       8     3.0248E+01  7.037E+06  3.912E-03  1.015E+01
     127      1     19      1     13      1       8     1.0975E+01  4.704E+07  4.239E-02  1.354E+01
     129      1     19      1     15      1       8     1.0654E+01  4.517E+06  4.447E-03  1.245E+01
     132      1     19      1     18      1       8     2.0831E-01  8.312E+01  1.364E-05  1.860E+01
     136      1     20      1      7      1       8     7.2924E+01  1.808E+09  3.739E-01  8.412E+00
     138      1     20      1     10      1       8     3.0556E+01  4.669E+08  3.400E-01  9.530E+00
     141      1     20      1     14      1       8     1.0940E+01  1.152E+08  1.173E-01  1.212E+01
     143      1     20      1     16      1       8     1.0872E+01  2.017E+06  2.205E-03  1.063E+01
     145      1     20      1     19      1       8     2.7887E-01  3.339E+01  3.145E-06  1.701E+01
     148      1     21      1     11      1       8     3.0535E+01  5.838E+08  5.715E-01  7.861E+00
     150      1     21      1     15      1       8     1.0940E+01  2.100E+08  2.804E-01  1.017E+01
     153      1     21      1     20      1       8     7.5365E-03  1.898E-04  1.000E-30  1.472E+01
     157      1     22      1     16      1       8     1.0881E+01  3.139E+08  6.615E-01  7.913E+00
     159      1     22      1     21      1       8     1.3214E-03  1.276E-07  1.000E-30  1.201E+01
     161      1     23      1      3      1       8     2.0517E+02  1.098E+07  1.632E-03  1.797E+01
     162      1     23      1      4      1       8     2.0497E+02  2.186E+07  3.258E-03  1.797E+01
     163      1     23      1      6      1       8     8.0323E+01  8.334E+06  4.578E-03  1.845E+01
     164      1     23      1      9      1       8     3.7065E+01  2.611E+06  4.158E-03  1.966E+01
     166      1     23      1     13      1       8     1.7128E+01  9.035E+05  1.305E-03  2.238E+01
     169      1     23      1     18      1       8     6.3616E+00  2.873E+05  5.713E-05  2.743E+01
     171      1     24      1      2      1       8     2.2123E+02  2.237E+08  3.572E-02  1.814E+01
     172      1     24      1      5      1       8     8.4862E+01  2.647E+07  1.517E-02  1.857E+01
     173      1     24      1      7      1       8     7.8963E+01  2.588E+06  1.662E-03  1.841E+01
     174      1     24      1      8      1       8     3.9016E+01  5.376E+06  9.076E-03  1.983E+01
     175      1     24      1     10      1       8     3.6595E+01  1.361E+06  2.514E-03  1.953E+01
     176      1     24      1     12      1       8     1.8215E+01  1.338E+06  2.219E-03  2.255E+01
     178      1     24      1     14      1       8     1.6979E+01  6.136E+05  9.914E-04  2.211E+01
     180      1     24      1     17      1       8     7.0085E+00  2.875E+05  8.180E-05  2.754E+01
     182      1     24      1     19      1       8     6.3179E+00  2.194E+05  4.053E-05  2.700E+01
     184      1     24      1     23      1       8     1.6457E-01  4.275E+00  1.699E-16  3.584E+01
     186      1     25      1      3      1       8     2.0544E+02  2.110E+08  3.878E-02  1.735E+01
     187      1     25      1      4      1       8     2.0523E+02  4.065E+08  7.742E-02  1.735E+01
     188      1     25      1      6      1       8     8.0584E+01  8.506E+07  5.822E-02  1.783E+01
     189      1     25      1      9      1       8     3.7326E+01  1.799E+07  3.449E-02  1.904E+01
     190      1     25      1     11      1       8     3.6662E+01  3.978E+05  7.900E-04  1.836E+01
     192      1     25      1     13      1       8     1.7389E+01  4.541E+06  7.500E-03  2.176E+01
     194      1     25      1     15      1       8     1.7068E+01  3.136E+05  5.466E-04  2.067E+01
     197      1     25      1     18      1       8     6.6220E+00  9.883E+05  2.062E-04  2.681E+01
     199      1     25      1     20      1       8     6.1349E+00  1.301E+05  2.004E-05  2.522E+01
     202      1     25      1     24      1       8     9.5840E-02  6.305E-01  1.962E-16  3.522E+01
     204      1     26      1      7      1       8     7.9363E+01  1.241E+08  9.263E-02  1.623E+01
     205      1     26      1     10      1       8     3.6995E+01  3.593E+07  7.396E-02  1.735E+01
     207      1     26      1     14      1       8     1.7379E+01  1.072E+07  1.742E-02  1.994E+01
     209      1     26      1     16      1       8     1.7311E+01  1.179E+05  2.112E-04  1.844E+01
     211      1     26      1     19      1       8     6.7178E+00  2.717E+06  4.348E-04  2.483E+01
     213      1     26      1     21      1       8     6.4314E+00  1.004E+05  1.484E-05  2.254E+01
     216      1     26      1     25      1       8     3.0410E-01  4.929E+00  6.537E-17  3.304E+01
     218      1     27      1     11      1       8     3.6971E+01  4.283E+07  9.665E-02  1.514E+01
     220      1     27      1     15      1       8     1.7377E+01  1.858E+07  3.302E-02  1.745E+01
     223      1     27      1     20      1       8     6.4438E+00  4.656E+06  6.252E-04  2.200E+01
     225      1     27      1     22      1       8     6.4350E+00  4.158E+04  7.050E-06  1.929E+01
     227      1     27      1     26      1       8     4.8600E-03  6.968E-06  3.020E-17  2.982E+01
     230      1     28      1     16      1       8     1.7317E+01  2.225E+07  4.546E-02  1.452E+01
     232      1     28      1     21      1       8     6.4372E+00  8.717E+06  1.341E-03  1.861E+01
     236      1     29      1      2      1       8     2.2538E+02  1.244E+07  1.342E-02  3.111E+01
     237      1     29      1      5      1       8     8.9018E+01  1.511E+06  5.479E-03  3.154E+01
     238      1     29      1      7      1       8     8.3119E+01  1.398E+05  5.645E-04  3.138E+01
     239      1     29      1      8      1       8     4.3172E+01  3.238E+05  3.037E-03  3.280E+01
     240      1     29      1     10      1       8     4.0751E+01  7.605E+04  7.643E-04  3.249E+01
     241      1     29      1     12      1       8     2.2372E+01  9.049E+04  6.435E-04  3.551E+01
     242      1     29      1     14      1       8     2.1136E+01  3.690E+04  2.438E-04  3.508E+01
     243      1     29      1     17      1       8     1.1165E+01  2.686E+04  1.610E-05  4.051E+01
     245      1     29      1     19      1       8     1.0474E+01  1.686E+04  5.784E-06  3.997E+01
     247      1     29      1     23      1       8     4.3209E+00  5.585E+03  1.000E-30  4.880E+01
     249      1     29      1     25      1       8     4.0605E+00  6.140E+03  1.000E-30  4.818E+01
     252      1     30      1      3      1       8     2.0959E+02  5.931E+05  6.059E-04  3.077E+01
     253      1     30      1      4      1       8     2.0939E+02  1.179E+06  1.206E-03  3.077E+01
     254      1     30      1      6      1       8     8.4742E+01  4.612E+05  1.593E-03  3.125E+01
     255      1     30      1      9      1       8     4.1484E+01  1.519E+05  1.309E-03  3.245E+01
     256      1     30      1     13      1       8     2.1547E+01  5.776E+04  3.345E-04  3.518E+01
     258      1     30      1     18      1       8     1.0780E+01  2.354E+04  8.245E-06  4.023E+01
     261      1     30      1     24      1       8     4.2541E+00  8.639E+03  1.000E-30  4.864E+01
     263      1     30      1     29      1       8     9.7810E-02  9.328E-02  2.934E-18  6.160E+01
     265      1     31      1      3      1       8     2.0968E+02  1.183E+07  1.405E-02  3.009E+01
     266      1     31      1      4      1       8     2.0947E+02  2.326E+07  2.801E-02  3.009E+01
     267      1     31      1      6      1       8     8.4824E+01  5.021E+06  2.022E-02  3.058E+01
     268      1     31      1      9      1       8     4.1566E+01  1.120E+06  1.111E-02  3.178E+01
     269      1     31      1     11      1       8     4.0902E+01  2.183E+04  2.247E-04  3.111E+01
     270      1     31      1     13      1       8     2.1629E+01  3.158E+05  2.075E-03  3.450E+01
     271      1     31      1     15      1       8     2.1308E+01  1.850E+04  1.250E-04  3.341E+01
     273      1     31      1     18      1       8     1.0862E+01  9.633E+04  3.767E-05  3.956E+01
     275      1     31      1     20      1       8     1.0375E+01  1.045E+04  2.699E-06  3.797E+01
     278      1     31      1     24      1       8     4.3360E+00  2.396E+04  1.000E-30  4.796E+01
     280      1     31      1     26      1       8     3.9361E+00  4.161E+03  1.000E-30  4.578E+01
     282      1     31      1     29      1       8     1.7973E-01  5.828E-01  2.020E-17  6.092E+01
     285      1     32      1      7      1       8     8.3517E+01  7.336E+06  2.965E-02  2.856E+01
     286      1     32      1     10      1       8     4.1149E+01  2.234E+06  2.190E-02  2.968E+01
     287      1     32      1     14      1       8     2.1534E+01  7.208E+05  4.420E-03  3.226E+01
     288      1     32      1     16      1       8     2.1466E+01  6.319E+03  4.185E-05  3.077E+01
     290      1     32      1     19      1       8     1.0872E+01  2.372E+05  7.035E-05  3.715E+01
     292      1     32      1     21      1       8     1.0586E+01  6.594E+03  1.661E-06  3.486E+01
     295      1     32      1     25      1       8     4.4586E+00  6.952E+04  1.000E-30  4.536E+01
     297      1     32      1     27      1       8     4.1496E+00  4.131E+03  1.000E-30  4.214E+01
     300      1     32      1     31      1       8     2.1835E-01  1.848E-01  5.986E-18  5.811E+01
     302      1     33      1     11      1       8     4.1124E+01  2.561E+06  2.476E-02  2.683E+01
     303      1     33      1     15      1       8     2.1530E+01  1.196E+06  7.280E-03  2.914E+01
     305      1     33      1     20      1       8     1.0597E+01  4.101E+05  9.010E-05  3.369E+01
     307      1     33      1     22      1       8     1.0588E+01  2.373E+03  6.272E-07  3.098E+01
     309      1     33      1     26      1       8     4.1578E+00  1.082E+05  1.000E-30  4.151E+01
     311      1     33      1     28      1       8     4.1519E+00  2.722E+03  1.000E-30  3.758E+01
     313      1     33      1     32      1       8     3.3000E-03  2.523E-07  3.196E-18  5.383E+01
     315      1     34      1     16      1       8     2.1470E+01  1.241E+06  7.680E-03  2.540E+01
     317      1     34      1     21      1       8     1.0590E+01  6.586E+05  1.501E-04  2.949E+01
     320      1     34      1     27      1       8     4.1536E+00  2.077E+05  1.000E-30  3.677E+01
     324      1     35      1      2      1       8     2.2829E+02  5.211E+05  5.722E-03  4.997E+01
     325      1     35      1      5      1       8     9.1926E+01  6.423E+04  2.260E-03  5.040E+01
     326      1     35      1      7      1       8     8.6026E+01  5.809E+03  2.261E-04  5.024E+01
     327      1     35      1      8      1       8     4.6080E+01  1.438E+04  1.204E-03  5.166E+01
     328      1     35      1     10      1       8     4.3659E+01  3.208E+03  2.839E-04  5.136E+01
     329      1     35      1     12      1       8     2.5279E+01  4.272E+03  2.354E-04  5.438E+01
     330      1     35      1     14      1       8     2.4043E+01  1.624E+03  8.120E-05  5.395E+01
     331      1     35      1     17      1       8     1.4072E+01  1.443E+03  5.047E-06  5.938E+01
     332      1     35      1     19      1       8     1.3382E+01  8.133E+02  1.557E-06  5.883E+01
     333      1     35      1     23      1       8     7.2283E+00  4.536E+02  1.000E-30  6.767E+01
     335      1     35      1     25      1       8     6.9679E+00  3.906E+02  1.000E-30  6.705E+01
     338      1     35      1     30      1       8     2.8096E+00  9.231E+01  1.000E-30  8.046E+01
     339      1     35      1     31      1       8     2.7277E+00  1.332E+02  1.000E-30  7.979E+01
