#  File format type:   4
#
#  SPECT3D transition powers file.
#  RUN NAME:  ne_750-1300_4mm
#  Total number of transitions   =     4122
#  Number of written transitions =     2037
#  Plasma temperature (eV)       =     1.5000E+02
#  Mass density (g/cm3)          =     1.6758E-04
#  Cell areal density (g/cm2)    =     6.7031E-05
#  Material mass fractions       =     1.0000E+00
#  DCA material number fractions =     1.0000E+00
# -----------------------------------------------------
#
#
#   Trans.  Trans  Upper  Upper  Lower  Lower   Ioniz   Energy     Line Power Line Center Line Width
#   Index   Model  Level  Model  Level  Model   Stage   (eV)       (W/cm2)    Opt. Depth      eV
# --------------------------------------------------------------------------------------------------
       1      1      3      1      2      1       8     1.5889E+01  3.423E+05  8.166E-02  4.417E-03
       2      1      4      1      2      1       8     1.6093E+01  6.248E+05  1.931E-01  4.460E-03
       5      1      5      1      3      1       8     1.2048E+02  6.133E+06  4.514E-02  2.904E-02
       6      1      5      1      4      1       8     1.2027E+02  1.164E+07  8.902E-02  2.900E-02
       7      1      6      1      2      1       8     1.4074E+02  9.805E+07  1.782E-01  1.003E-01
      10      1      6      1      5      1       8     4.3741E+00  3.046E+03  6.448E-04  7.471E-02
      12      1      7      1      3      1       8     1.2638E+02  7.782E+07  1.193E+00  2.937E-02
      13      1      7      1      4      1       8     1.2617E+02  1.293E+08  1.603E+00  4.250E-02
      15      1      7      1      6      1       8     1.5251E+00  5.364E+01  1.263E-04  5.509E-02
      17      1      8      1      3      1       8     1.6632E+02  1.606E+06  6.171E-03  4.605E-02
      18      1      8      1      4      1       8     1.6612E+02  3.167E+06  1.205E-02  4.601E-02
      20      1      8      1      6      1       8     4.1472E+01  8.287E+05  4.240E-03  8.960E-02
      22      1      9      1      2      1       8     1.8400E+02  3.125E+07  8.076E-02  6.340E-02
      25      1      9      1      5      1       8     4.7632E+01  2.324E+06  2.218E-02  3.754E-02
      27      1      9      1      7      1       8     4.1733E+01  3.537E+05  4.905E-03  3.345E-02
      28      1      9      1      8      1       8     1.7861E+00  1.395E+02  3.408E-04  3.530E-02
      30      1     10      1      3      1       8     1.6874E+02  3.336E+07  1.544E-01  4.483E-02
      31      1     10      1      4      1       8     1.6854E+02  5.828E+07  2.831E-01  4.748E-02
      33      1     10      1      6      1       8     4.3893E+01  9.405E+06  4.769E-02  8.457E-02
      36      1     10      1      9      1       8     6.3499E-01  3.690E+00  1.035E-04  2.979E-02
      41      1     11      1      7      1       8     4.2397E+01  2.389E+07  4.370E-01  3.727E-02
      43      1     11      1     10      1       8     2.8907E-02  2.909E-05  1.000E-30  2.702E-02
      45      1     12      1      3      1       8     1.8712E+02  7.177E+05  1.737E-03  6.628E-02
      46      1     12      1      4      1       8     1.8692E+02  1.421E+06  3.383E-03  6.624E-02
      48      1     12      1      6      1       8     6.2272E+01  4.630E+05  8.829E-04  1.098E-01
      51      1     12      1      9      1       8     1.9015E+01  1.007E+05  2.028E-03  5.479E-02
      53      1     13      1      2      1       8     2.0394E+02  1.530E+07  3.220E-02  6.983E-02
      56      1     13      1      5      1       8     6.7569E+01  1.527E+06  6.093E-03  4.394E-02
      58      1     13      1      7      1       8     6.1670E+01  1.788E+05  6.075E-04  6.330E-02
      59      1     13      1      8      1       8     2.1723E+01  1.935E+05  3.445E-03  4.173E-02
      61      1     13      1     10      1       8     1.9302E+01  6.923E+04  1.581E-03  4.389E-02
