#  File format type:   4
#
#  SPECT3D transition powers file.
#  RUN NAME:  ne-ne-h-xe_60-200ev_1e18-1e20_4mm
#  Total number of transitions   =     6012
#  Number of written transitions =     2750
#  Plasma temperature (eV)       =     2.0000E+02
#  Mass density (g/cm3)          =     2.9172E-05
#  Cell areal density (g/cm2)    =     1.1669E-05
#  Material mass fractions       =     1.0000E+00
#  DCA material number fractions =     8.5000E-01    2.0000E-03    1.4800E-01
# -----------------------------------------------------
#
#
#   Trans.  Trans  Upper  Upper  Lower  Lower   Ioniz   Energy     Line Power Line Center Line Width
#   Index   Model  Level  Model  Level  Model   Stage   (eV)       (W/cm2)    Opt. Depth      eV
# --------------------------------------------------------------------------------------------------
       1      1      3      1      2      1       8     1.5889E+01  3.251E+03  6.385E-04  4.012E-03
       2      1      4      1      2      1       8     1.6093E+01  6.867E+03  1.270E-03  4.062E-03
       5      1      5      1      3      1       8     1.2048E+02  1.844E+04  3.874E-04  2.977E-02
       6      1      5      1      4      1       8     1.2027E+02  3.697E+04  7.831E-04  2.972E-02
       7      1      6      1      2      1       8     1.4074E+02  3.280E+05  1.538E-03  1.018E-01
      10      1      6      1      5      1       8     4.3741E+00  8.210E+00  3.947E-06  6.949E-02
      12      1      7      1      3      1       8     1.2638E+02  4.718E+05  9.997E-03  3.118E-02
      13      1      7      1      4      1       8     1.2617E+02  9.314E+05  1.405E-02  4.431E-02
      15      1      7      1      6      1       8     1.5251E+00  1.341E-01  2.083E-06  5.067E-02
      17      1      8      1      3      1       8     1.6632E+02  2.975E+03  5.706E-05  4.198E-02
      18      1      8      1      4      1       8     1.6612E+02  5.917E+03  1.141E-04  4.193E-02
      20      1      8      1      6      1       8     4.1472E+01  1.528E+03  1.632E-05  7.929E-02
      22      1      9      1      2      1       8     1.8400E+02  6.316E+04  7.124E-04  6.000E-02
      25      1      9      1      5      1       8     4.7632E+01  4.353E+03  1.052E-04  2.745E-02
      27      1      9      1      7      1       8     4.1733E+01  6.451E+02  2.025E-05  2.407E-02
      28      1      9      1      8      1       8     1.7861E+00  2.531E-01  2.105E-06  1.745E-02
      30      1     10      1      3      1       8     1.6874E+02  7.087E+04  1.383E-03  4.235E-02
      31      1     10      1      4      1       8     1.6854E+02  1.401E+05  2.590E-03  4.499E-02
      33      1     10      1      6      1       8     4.3893E+01  1.763E+04  1.836E-04  7.586E-02
      36      1     10      1      9      1       8     6.3499E-01  6.472E-03  2.364E-06  1.341E-02
      41      1     11      1      7      1       8     4.2397E+01  6.333E+04  1.624E-03  3.121E-02
      43      1     11      1     10      1       8     2.8907E-02  4.967E-08  1.171E-07  1.392E-02
      45      1     12      1      3      1       8     1.8712E+02  1.053E+03  1.922E-05  4.943E-02
      46      1     12      1      4      1       8     1.8692E+02  2.088E+03  3.832E-05  4.938E-02
      48      1     12      1      6      1       8     6.2272E+01  6.785E+02  3.691E-06  8.672E-02
      51      1     12      1      9      1       8     1.9015E+01  1.477E+02  1.472E-05  2.404E-02
      53      1     13      1      2      1       8     2.0394E+02  2.335E+04  3.407E-04  5.352E-02
      56      1     13      1      5      1       8     6.7569E+01  2.240E+03  4.516E-05  2.094E-02
      58      1     13      1      7      1       8     6.1670E+01  2.609E+02  2.786E-06  4.100E-02
      59      1     13      1      8      1       8     2.1723E+01  2.830E+02  4.460E-05  1.097E-02
      61      1     13      1     10      1       8     1.9302E+01  1.011E+02  1.445E-05  1.456E-02
      63      1     13      1     12      1       8     9.2247E-01  2.882E-02  1.115E-06  8.349E-03
