#  File format type:   4
#
#  SPECT3D transition powers file.
#  RUN NAME:  ne-ne-h-xe_60-200ev_1e18-1e20_4mm
#  Total number of transitions   =     6012
#  Number of written transitions =     2714
#  Plasma temperature (eV)       =     1.0000E+02
#  Mass density (g/cm3)          =     2.9172E-05
#  Cell areal density (g/cm2)    =     1.1669E-05
#  Material mass fractions       =     1.0000E+00
#  DCA material number fractions =     8.5000E-01    2.0000E-03    1.4800E-01
# -----------------------------------------------------
#
#
#   Trans.  Trans  Upper  Upper  Lower  Lower   Ioniz   Energy     Line Power Line Center Line Width
#   Index   Model  Level  Model  Level  Model   Stage   (eV)       (W/cm2)    Opt. Depth      eV
# --------------------------------------------------------------------------------------------------
       1      1      3      1      2      1       8     1.5889E+01  3.329E+04  1.401E-02  2.937E-03
       2      1      4      1      2      1       8     1.6093E+01  6.758E+04  3.082E-02  2.972E-03
       5      1      5      1      3      1       8     1.2048E+02  1.506E+05  5.655E-03  2.140E-02
       6      1      5      1      4      1       8     1.2027E+02  2.997E+05  1.124E-02  2.137E-02
       7      1      6      1      2      1       8     1.4074E+02  2.634E+06  1.880E-02  9.199E-02
      10      1      6      1      5      1       8     4.3741E+00  6.764E+01  3.229E-05  6.947E-02
      12      1      7      1      3      1       8     1.2638E+02  3.339E+06  1.462E-01  2.235E-02
      13      1      7      1      4      1       8     1.2617E+02  6.391E+06  1.808E-01  3.549E-02
      15      1      7      1      6      1       8     1.5251E+00  1.124E+00  1.387E-05  5.081E-02
      17      1      8      1      3      1       8     1.6632E+02  2.603E+04  8.127E-04  3.072E-02
      18      1      8      1      4      1       8     1.6612E+02  5.172E+04  1.598E-03  3.068E-02
      20      1      8      1      6      1       8     4.1472E+01  1.338E+04  1.341E-04  7.700E-02
      22      1      9      1      2      1       8     1.8400E+02  5.455E+05  9.895E-03  4.747E-02
      25      1      9      1      5      1       8     4.7632E+01  3.808E+04  9.375E-04  2.472E-02
      27      1      9      1      7      1       8     4.1733E+01  5.648E+03  1.840E-04  2.170E-02
      28      1      9      1      8      1       8     1.7861E+00  2.216E+00  1.742E-05  1.831E-02
      30      1     10      1      3      1       8     1.6874E+02  6.063E+05  1.982E-02  3.083E-02
      31      1     10      1      4      1       8     1.6854E+02  1.174E+06  3.570E-02  3.349E-02
