#  File format type:   4
#
#  SPECT3D transition powers file.
#  RUN NAME:  ne_20-160ev_1e18-1e22_4mm
#  Total number of transitions   =     4122
#  Number of written transitions =      865
#  Plasma temperature (eV)       =     4.0000E+01
#  Mass density (g/cm3)          =     3.3515E-05
#  Cell areal density (g/cm2)    =     1.3406E-05
#  Material mass fractions       =     1.0000E+00
#  DCA material number fractions =     1.0000E+00
# -----------------------------------------------------
#
#
#   Trans.  Trans  Upper  Upper  Lower  Lower   Ioniz   Energy     Line Power Line Center Line Width
#   Index   Model  Level  Model  Level  Model   Stage   (eV)       (W/cm2)    Opt. Depth      eV
# --------------------------------------------------------------------------------------------------
       1      1      3      1      2      1       8     1.5889E+01  5.951E+05  8.403E+00  2.059E-03
       2      1      4      1      2      1       8     1.6093E+01  8.012E+05  1.763E+01  2.081E-03
       5      1      5      1      3      1       8     1.2048E+02  5.980E+06  1.226E+00  1.424E-02
       6      1      5      1      4      1       8     1.2027E+02  7.789E+06  2.424E+00  1.422E-02
       7      1      6      1      2      1       8     1.4074E+02  4.955E+07  3.793E+00  8.355E-02
      10      1      6      1      5      1       8     4.3741E+00  6.491E+03  3.889E-03  6.991E-02
      12      1      7      1      3      1       8     1.2638E+02  1.700E+07  3.207E+01  1.470E-02
      13      1      7      1      4      1       8     1.2617E+02  2.942E+07  3.307E+01  2.785E-02
      15      1      7      1      6      1       8     1.5251E+00  1.117E+02  7.585E-04  5.130E-02
      17      1      8      1      3      1       8     1.6632E+02  1.100E+06  1.690E-01  2.150E-02
      18      1      8      1      4      1       8     1.6612E+02  1.882E+06  3.306E-01  2.148E-02
      20      1      8      1      6      1       8     4.1472E+01  6.795E+05  1.637E-02  7.593E-02
      22      1      9      1      2      1       8     1.8400E+02  7.593E+06  2.307E+00  3.713E-02
      25      1      9      1      5      1       8     4.7632E+01  1.668E+06  1.200E-01  2.326E-02
      27      1      9      1      7      1       8     4.1733E+01  2.785E+05  2.493E-02  2.050E-02
      28      1      9      1      8      1       8     1.7861E+00  1.131E+02  1.327E-03  2.057E-02
      30      1     10      1      3      1       8     1.6874E+02  5.921E+06  4.164E+00  2.127E-02
