#  File format type:   4
#
#  SPECT3D transition powers file.
#  RUN NAME:  ne_20-160ev_1e18-1e22_4mm
#  Total number of transitions   =     4122
#  Number of written transitions =     1996
#  Plasma temperature (eV)       =     1.2000E+02
#  Mass density (g/cm3)          =     3.3515E-05
#  Cell areal density (g/cm2)    =     1.3406E-05
#  Material mass fractions       =     1.0000E+00
#  DCA material number fractions =     1.0000E+00
# -----------------------------------------------------
#
#
#   Trans.  Trans  Upper  Upper  Lower  Lower   Ioniz   Energy     Line Power Line Center Line Width
#   Index   Model  Level  Model  Level  Model   Stage   (eV)       (W/cm2)    Opt. Depth      eV
# --------------------------------------------------------------------------------------------------
       1      1      3      1      2      1       8     1.5889E+01  2.310E+05  8.958E-02  3.220E-03
       2      1      4      1      2      1       8     1.6093E+01  4.188E+05  2.081E-01  3.258E-03
       5      1      5      1      3      1       8     1.2048E+02  1.148E+06  3.976E-02  2.345E-02
       6      1      5      1      4      1       8     1.2027E+02  2.192E+06  7.838E-02  2.341E-02
       7      1      6      1      2      1       8     1.4074E+02  1.840E+07  1.385E-01  9.437E-02
      10      1      6      1      5      1       8     4.3741E+00  5.480E+02  2.218E-04  6.968E-02
      12      1      7      1      3      1       8     1.2638E+02  1.470E+07  1.026E+00  2.447E-02
      13      1      7      1      4      1       8     1.2617E+02  2.550E+07  1.299E+00  3.761E-02
      15      1      7      1      6      1       8     1.5251E+00  9.304E+00  8.076E-05  5.095E-02
      17      1      8      1      3      1       8     1.6632E+02  1.649E+05  5.766E-03  3.368E-02
      18      1      8      1      4      1       8     1.6612E+02  3.254E+05  1.125E-02  3.364E-02
      20      1      8      1      6      1       8     4.1472E+01  8.530E+04  1.204E-03  7.797E-02
      22      1      9      1      2      1       8     1.8400E+02  3.207E+06  7.066E-02  5.072E-02
      25      1      9      1      5      1       8     4.7632E+01  2.403E+05  7.948E-03  2.580E-02
      27      1      9      1      7      1       8     4.1733E+01  3.596E+04  1.690E-03  2.266E-02
      28      1      9      1      8      1       8     1.7861E+00  1.413E+01  1.176E-04  1.880E-02
      30      1     10      1      3      1       8     1.6874E+02  3.390E+06  1.403E-01  3.379E-02
      31      1     10      1      4      1       8     1.6854E+02  5.997E+06  2.523E-01  3.644E-02
      33      1     10      1      6      1       8     4.3893E+01  9.866E+05  1.339E-02  7.429E-02
      36      1     10      1      9      1       8     6.3499E-01  3.693E-01  5.969E-05  1.471E-02
      41      1     11      1      7      1       8     4.2397E+01  3.114E+06  1.300E-01  2.950E-02
      43      1     11      1     10      1       8     2.8907E-02  2.879E-06  2.603E-06  1.498E-02
      45      1     12      1      3      1       8     1.8712E+02  5.765E+04  1.903E-03  4.108E-02
      46      1     12      1      4      1       8     1.8692E+02  1.141E+05  3.703E-03  4.104E-02
      48      1     12      1      6      1       8     6.2272E+01  3.722E+04  2.648E-04  8.536E-02
      51      1     12      1      9      1       8     1.9015E+01  8.096E+03  8.327E-04  2.555E-02
      53      1     13      1      2      1       8     2.0394E+02  1.219E+06  3.514E-02  4.425E-02
      56      1     13      1      5      1       8     6.7569E+01  1.225E+05  3.514E-03  1.930E-02
      58      1     13      1      7      1       8     6.1670E+01  1.431E+04  2.193E-04  3.961E-02
      59      1     13      1      8      1       8     2.1723E+01  1.549E+04  2.433E-03  1.233E-02
      61      1     13      1     10      1       8     1.9302E+01  5.542E+03  8.634E-04  1.594E-02
      63      1     13      1     12      1       8     9.2247E-01  1.581E+00  4.905E-05  1.194E-02
      65      1     14      1      3      1       8     1.8836E+02  1.244E+06  4.377E-02  4.079E-02
      66      1     14      1      4      1       8     1.8816E+02  2.348E+06  8.548E-02  4.075E-02
      68      1     14      1      6      1       8     6.3509E+01  4.592E+05  3.167E-03  8.508E-02
      71      1     14      1      9      1       8     2.0251E+01  5.916E+04  5.384E-03  2.524E-02
      73      1     14      1     11      1       8     1.9587E+01  2.113E+03  2.803E-04  1.767E-02
      75      1     14      1     13      1       8     3.1361E-01  3.812E-02  1.865E-05  1.130E-02
      80      1     15      1      7      1       8     6.1991E+01  8.082E+05  1.287E-02  3.827E-02
      82      1     15      1     10      1       8     1.9623E+01  1.427E+05  2.393E-02  1.459E-02
      85      1     15      1     14      1       8     7.4800E-03  5.426E-08  1.000E-30  9.834E-03
      91      1     16      1     11      1       8     1.9655E+01  4.414E+05  7.130E-02  1.555E-02
      93      1     16      1     15      1       8     6.0560E-02  1.165E-05  1.000E-30  7.890E-03
      95      1     17      1      3      1       8     1.9833E+02  2.785E+04  7.839E-04  4.964E-02
      96      1     17      1      4      1       8     1.9813E+02  5.544E+04  1.531E-03  4.960E-02
      97      1     17      1      6      1       8     7.3479E+01  2.008E+04  9.993E-05  9.392E-02
      99      1     17      1      9      1       8     3.0222E+01  5.692E+03  1.715E-04  3.410E-02
