#  File format type:   4
#
#  SPECT3D transition powers file.
#  RUN NAME:  ne_20-160ev_1e18-1e22_4mm
#  Total number of transitions   =     4122
#  Number of written transitions =      352
#  Plasma temperature (eV)       =     2.0000E+01
#  Mass density (g/cm3)          =     3.3515E-03
#  Cell areal density (g/cm2)    =     1.3406E-03
#  Material mass fractions       =     1.0000E+00
#  DCA material number fractions =     1.0000E+00
# -----------------------------------------------------
#
#
#   Trans.  Trans  Upper  Upper  Lower  Lower   Ioniz   Energy     Line Power Line Center Line Width
#   Index   Model  Level  Model  Level  Model   Stage   (eV)       (W/cm2)    Opt. Depth      eV
# --------------------------------------------------------------------------------------------------
       1      1      3      1      2      1       8     1.5889E+01  2.394E+07  3.411E+01  3.826E-02
       2      1      4      1      2      1       8     1.6093E+01  3.536E+07  6.989E+01  3.827E-02
       5      1      5      1      3      1       8     1.2048E+02  3.333E+07  3.990E+00  1.373E-01
       6      1      5      1      4      1       8     1.2027E+02  4.903E+07  7.962E+00  1.373E-01
       7      1      6      1      2      1       8     1.4074E+02  1.194E+08  9.195E+01  2.029E-01
      10      1      6      1      5      1       8     4.3741E+00  4.056E+04  1.072E-02  2.838E-01
      12      1      7      1      3      1       8     1.2638E+02  1.380E+08  1.518E+02  1.018E-01
      13      1      7      1      4      1       8     1.2617E+02  1.996E+08  2.889E+02  1.149E-01
      15      1      7      1      6      1       8     1.5251E+00  6.778E+02  1.671E-03  2.295E-01
      17      1      8      1      3      1       8     1.6632E+02  4.469E+06  2.740E-01  3.935E-01
      18      1      8      1      4      1       8     1.6612E+02  7.569E+06  5.413E-01  3.935E-01
      20      1      8      1      6      1       8     4.1472E+01  2.833E+06  1.252E-02  5.390E-01
      22      1      9      1      2      1       8     1.8400E+02  2.355E+07  9.874E+00  4.049E-01
      25      1      9      1      5      1       8     4.7632E+01  7.448E+06  3.111E-02  4.856E-01
      27      1      9      1      7      1       8     4.1733E+01  1.131E+06  5.338E-03  4.471E-01
      28      1      9      1      8      1       8     1.7861E+00  4.461E+02  2.086E-04  7.347E-01
      30      1     10      1      3      1       8     1.6874E+02  2.945E+07  7.976E+00  3.328E-01
      31      1     10      1      4      1       8     1.6854E+02  4.258E+07  1.569E+01  3.354E-01
      33      1     10      1      6      1       8     4.3893E+01  2.745E+07  1.522E-01  4.745E-01
      36      1     10      1      9      1       8     6.3499E-01  1.151E+01  4.517E-05  6.701E-01
      41      1     11      1      7      1       8     4.2397E+01  7.051E+07  7.758E-01  3.222E-01
      43      1     11      1     10      1       8     2.8907E-02  9.064E-05  2.096E-07  5.388E-01
      45      1     12      1      3      1       8     1.8712E+02  1.028E+06  4.477E-02  9.363E-01
      46      1     12      1      4      1       8     1.8692E+02  1.962E+06  8.819E-02  9.363E-01
      48      1     12      1      6      1       8     6.2272E+01  6.901E+05  1.318E-03  1.082E+00
      51      1     12      1      9      1       8     1.9015E+01  1.503E+05  5.863E-04  1.277E+00
      53      1     13      1      2      1       8     2.0394E+02  1.039E+07  1.717E+00  9.382E-01
      56      1     13      1      5      1       8     6.7569E+01  2.187E+06  4.319E-03  1.019E+00
      58      1     13      1      7      1       8     6.1670E+01  2.558E+05  5.047E-04  1.004E+00
      59      1     13      1      8      1       8     2.1723E+01  2.772E+05  8.976E-04  1.268E+00
      61      1     13      1     10      1       8     1.9302E+01  9.910E+04  3.973E-04  1.211E+00
      63      1     13      1     12      1       8     9.2247E-01  2.825E+01  1.938E-05  1.808E+00
      65      1     14      1      3      1       8     1.8836E+02  1.249E+07  1.128E+00  8.509E-01
      66      1     14      1      4      1       8     1.8816E+02  1.901E+07  2.231E+00  8.509E-01
      68      1     14      1      6      1       8     6.3509E+01  8.022E+06  1.716E-02  9.964E-01
      71      1     14      1      9      1       8     2.0251E+01  1.051E+06  4.050E-03  1.192E+00
      73      1     14      1     11      1       8     1.9587E+01  3.741E+04  1.697E-04  1.053E+00
      75      1     14      1     13      1       8     3.1361E-01  6.749E-01  4.124E-06  1.722E+00
      80      1     15      1      7      1       8     6.1991E+01  1.407E+07  3.694E-02  7.874E-01
      82      1     15      1     10      1       8     1.9623E+01  2.553E+06  1.231E-02  9.948E-01
      85      1     15      1     14      1       8     7.4800E-03  9.603E-07  1.108E-08  1.506E+00
      91      1     16      1     11      1       8     1.9655E+01  8.156E+06  5.399E-02  7.550E-01
      93      1     16      1     15      1       8     6.0560E-02  2.056E-04  4.711E-08  1.208E+00
      95      1     17      1      3      1       8     1.9833E+02  3.014E+05  1.052E-02  1.932E+00
      96      1     17      1      4      1       8     1.9813E+02  5.944E+05  2.080E-02  1.932E+00
      97      1     17      1      6      1       8     7.3479E+01  2.194E+05  2.679E-04  2.078E+00
      99      1     17      1      9      1       8     3.0222E+01  6.218E+04  8.776E-05  2.273E+00
     102      1     17      1     13      1       8     1.0284E+01  1.612E+04  8.508E-05  2.804E+00
     104      1     18      1      2      1       8     2.1470E+02  5.002E+06  4.319E-01  1.946E+00
     107      1     18      1      5      1       8     7.8336E+01  7.513E+05  9.833E-04  2.026E+00
     108      1     18      1      7      1       8     7.2437E+01  7.754E+04  9.657E-05  2.012E+00
     109      1     18      1      8      1       8     3.2490E+01  1.330E+05  1.767E-04  2.276E+00
     111      1     18      1     10      1       8     3.0069E+01  3.757E+04  5.548E-05  2.219E+00
     113      1     18      1     12      1       8     1.1689E+01  2.345E+04  1.015E-04  2.815E+00
     115      1     18      1     14      1       8     1.0453E+01  1.315E+04  7.066E-05  2.730E+00
     117      1     18      1     17      1       8     4.8232E-01  2.191E+00  2.620E-06  3.810E+00
     119      1     19      1      3      1       8     1.9902E+02  5.390E+06  2.556E-01  1.825E+00
     120      1     19      1      4      1       8     1.9882E+02  9.219E+06  5.067E-01  1.825E+00
     121      1     19      1      6      1       8     7.4170E+01  2.560E+06  3.423E-03  1.970E+00
     123      1     19      1      9      1       8     3.0912E+01  4.726E+05  7.018E-04  2.166E+00
     125      1     19      1     11      1       8     3.0248E+01  1.202E+04  1.946E-05  2.027E+00
     127      1     19      1     13      1       8     1.0975E+01  8.331E+04  4.196E-04  2.696E+00
     129      1     19      1     15      1       8     1.0654E+01  7.719E+03  4.452E-05  2.480E+00
     132      1     19      1     18      1       8     2.0831E-01  1.414E-01  9.134E-07  3.702E+00
     136      1     20      1      7      1       8     7.2924E+01  3.923E+06  5.892E-03  1.693E+00
     138      1     20      1     10      1       8     3.0556E+01  9.960E+05  1.695E-03  1.901E+00
     141      1     20      1     14      1       8     1.0940E+01  2.094E+05  1.182E-03  2.414E+00
     143      1     20      1     16      1       8     1.0872E+01  3.309E+03  2.159E-05  2.117E+00
     145      1     20      1     19      1       8     2.7887E-01  5.467E-02  2.138E-07  3.387E+00
     148      1     21      1     11      1       8     3.0535E+01  1.373E+06  2.832E-03  1.572E+00
     150      1     21      1     15      1       8     1.0940E+01  4.160E+05  2.798E-03  2.025E+00
     153      1     21      1     20      1       8     7.5365E-03  3.004E-07  1.760E-09  2.931E+00
     157      1     22      1     16      1       8     1.0881E+01  7.429E+05  6.489E-03  1.576E+00
